id,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,movie_title,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
1804,99,145,317,70,876,13038660,Angela's Ashes ,16995,1282,1,163,25000000,1999,219,7.3,1.85,0
1805,159,110,425,148,3000,28831145,Draft Day ,39357,3757,1,113,25000000,2014,466,6.8,2.35,14000
1806,199,122,0,939,18000,11538204,The Conspirator ,23696,21163,0,135,25000000,2010,1000,7,2.35,0
1807,119,107,308,872,13000,11008432,Lords of Dogtown ,43903,16651,0,194,25000000,2005,947,7.1,1.85,5000
1808,120,127,36,399,562,12188642,The 33 ,21098,2230,7,56,26000000,2015,499,6.9,2.35,0
1809,180,99,0,52,400,11100000,Big Trouble in Little China ,92464,896,1,331,25000000,1986,223,7.3,2.35,19000
1810,317,140,149,581,27000,13651662,Warrior ,332276,29692,1,514,25000000,2011,798,8.2,2.35,77000
1811,44,133,277,8000,25000,11030963,Michael Collins ,24145,48482,2,93,28000000,1996,14000,7.1,1.85,0
1812,22,271,33,251,854,10769960,Gettysburg ,21940,2107,0,256,25000000,1993,702,7.7,1.85,0
1813,143,112,108,2000,23000,10911750,Stop-Loss ,17757,43560,2,99,25000000,2008,17000,6.5,1.85,982
1814,72,99,79,956,16000,10719367,Abandon ,7909,28987,3,157,25000000,2002,11000,4.9,2.35,261
1815,70,100,57,92,181,10114315,Brokedown Palace ,18693,582,0,187,25000000,1999,151,6.4,2.35,0
1816,264,92,30,309,941,49122319,The Possession ,47169,2348,0,162,14000000,2012,459,5.9,2.35,17000
1817,20,105,121,354,3000,10070000,Mrs. Winterbourne ,5668,5023,3,50,25000000,1996,624,6.2,1.85,491
1818,190,110,37,268,10000,10324441,Straw Dogs ,27117,11431,1,140,25000000,2011,826,5.8,2.35,7000
1819,142,116,529,174,442,7156933,The Hoax ,14581,1134,0,74,25000000,2006,252,6.7,1.85,348
1820,27,88,22,120,174,9286314,Stone Cold ,4972,583,1,62,17000000,1991,132,5.9,1.85,0
1821,355,111,214,3000,10000,56692,The Road ,177401,23566,2,504,25000000,2009,9000,7.3,2.35,32000
1822,31,95,32,324,843,5654777,Underclassman ,4875,2165,3,26,25000000,2005,593,4.1,2.35,206
1823,87,95,6,248,849,5516708,Say It Isn't So ,11375,2413,2,91,25000000,2001,841,4.9,1.85,295
1824,126,127,79,50,12000,5128124,The World's Fastest Indian ,44198,12574,1,251,25000000,2005,506,7.9,2.35,11000
1825,285,105,160,490,852,34014398,Snakes on a Plane ,115650,2603,0,1033,33000000,2006,521,5.6,2.35,4000
1826,60,104,54,919,6000,4064333,Tank Girl ,24790,9662,0,173,25000000,1995,923,5.2,2.35,0
1827,23,95,2,807,927,4006906,King's Ransom ,3229,4990,7,20,15000000,2005,912,4.1,1.85,83
1828,229,121,353,18,45,3073392,Blindness ,59462,142,0,300,25000000,2008,30,6.6,1.85,0
1829,143,92,892,492,783,1550000,BloodRayne ,30628,2930,2,471,25000000,2005,595,2.9,2.35,937
1830,97,107,460,490,14000,871527,Where the Truth Lies ,14982,16090,2,128,25000000,2005,1000,6.5,2.35,507
1831,28,117,162,745,2000,777423,Without Limits ,5841,4351,0,57,25000000,1998,878,7.2,2.35,942
1832,160,107,0,240,962,1186957,Me and Orson Welles ,9264,1591,3,69,25000000,2008,266,6.8,2.35,0
1833,124,131,911,232,5000,85433,The Best Offer ,69676,5954,2,131,13500000,2013,234,7.8,2.35,31000
1834,280,122,0,407,12000,1697956,Bad Lieutenant: Port of Call New Orleans ,64944,13809,2,212,20000000,2009,463,6.7,1.85,6000
1835,118,134,0,92,541,183662,Little White Lies ,18395,890,6,48,25000000,2010,173,7.1,2.35,0
1836,49,117,138,416,908,134904,Love Ranch ,2395,3204,9,17,25000000,2010,581,5.7,1.78,636
1837,336,138,0,1000,13000,16969390,The Counselor ,80861,27797,4,431,25000000,2013,11000,5.3,2.35,24000
1838,65,100,3,55,79,129115,Kung Fu Killer ,5900,285,2,26,25000000,2014,68,6.5,2.35,0
1839,51,119,350,418,18000,34700000,Dangerous Liaisons ,52846,35501,2,143,14000000,1988,17000,7.7,1.85,0
1840,252,137,179,4000,17000,717753,On the Road ,33107,33747,4,128,25000000,2012,10000,6.1,2.35,27000
1841,106,119,12000,643,12000,109713132,Star Trek IV: The Voyage Home ,61621,15449,5,219,25000000,1986,664,7.3,2.35,0
1842,285,139,13000,461,13000,70269171,Rocky Balboa ,162130,15111,0,962,24000000,2006,683,7.2,1.85,0
1843,163,114,19,848,1000,28772222,Point Break ,33958,3962,1,163,105000000,2015,897,5.3,2.35,37000
1844,195,120,0,221,865,101334374,Scream 2 ,124941,2321,5,488,24000000,1997,851,6.1,2.35,0
1845,123,98,149,439,20000,1512815,Jane Got a Gun ,8885,21414,0,56,25000000,2016,617,5.8,2.35,0
1846,52,106,167,676,966,65182182,Think Like a Man Too ,15310,4830,8,38,24000000,2014,807,5.7,2.35,3000
1847,129,98,36,900,13000,57262492,The Whole Nine Yards ,90374,17582,4,318,24000000,2000,2000,6.7,1.85,0
1848,60,107,71,304,967,80000000,Footloose ,51459,1962,0,113,8200000,1984,455,6.5,1.85,0
1849,123,88,480,497,8000,74608545,Old School ,185258,10325,4,404,24000000,2003,909,7.2,2.35,0
1850,84,137,0,161,12000,41895491,The Fisher King ,63274,12947,1,170,24000000,1991,443,7.6,1.85,12000
1851,125,100,41,970,45000,39989008,I Still Know What You Did Last Summer ,55398,49847,2,418,24000000,1998,1000,4.6,2.35,891
1852,106,115,597,597,893,32662299,Return to Me ,16469,3946,1,275,24000000,2000,854,6.9,1.85,0
1853,247,101,0,92,218,31452765,Zack and Miri Make a Porno ,149835,638,7,243,24000000,2008,216,6.6,1.85,0
1854,156,110,119,265,11000,25167270,Nurse Betty ,30119,12254,4,263,24000000,2000,592,6.3,2.35,455
1855,271,94,293,939,18000,32416109,The Men Who Stare at Goats ,109620,32474,0,268,25000000,2009,12000,6.2,2.35,15000
1856,45,88,269,384,1000,20218,Double Take ,5431,2557,2,50,24000000,2001,489,5.3,2.35,204
1858,70,87,25,611,1000,16290976,Muppets from Space ,14637,3243,0,100,24000000,1999,670,6.2,1.85,619
1859,32,118,0,227,738,13000000,The Wiz ,10895,1458,0,150,24000000,1978,295,5.2,1.85,0
1860,51,107,48,940,1000,12372410,Ready to Rumble ,11709,4971,1,101,24000000,2000,957,5.3,1.85,650
1861,73,124,41,197,512,8427204,Play It to the Bone ,10100,1523,0,59,24000000,1999,481,5.4,2.35,153
1862,169,89,41,847,2000,9639242,I Don't Know How She Does It ,16437,5470,0,68,24000000,2011,1000,4.9,1.85,0
1863,365,88,192,847,3000,25003072,Piranha 3D ,72552,5737,0,374,24000000,2010,859,5.5,2.35,13000
1864,113,118,18000,286,18000,6144806,Beyond the Sea ,12821,23689,1,248,23000000,2004,5000,6.7,2.35,0
1865,10,80,18,73,742,669276,The Princess and the Cobbler ,2541,1088,0,47,28000000,1993,83,7.2,2.35,408
1866,16,120,6,382,22000,42880,The Bridge of San Luis Rey ,2919,23769,3,50,24000000,2004,670,5.1,1.85,181
1867,196,98,88,706,12000,23225911,Faster ,80574,14699,1,157,24000000,2010,854,6.5,2.35,12000
1868,212,119,6000,422,23000,4710455,Howl's Moving Castle ,214091,24263,0,330,24000000,2004,713,8.2,1.85,13000
1869,445,88,181,11,15000,75590286,Zombieland ,386217,28011,4,553,23600000,2009,13000,7.7,2.35,26000
1870,446,201,0,84,6000,218051260,King Kong ,316020,7122,0,2618,207000000,2005,918,7.2,2.35,0
1871,108,90,153,427,11000,161487252,The Waterboy ,119450,13823,0,300,20000000,1998,1000,6.1,1.85,0
1872,223,127,883,441,11000,290158751,Star Wars: Episode V - The Empire Strikes Back ,837759,12643,0,900,18000000,1980,504,8.8,2.35,17000
1873,63,119,0,244,10000,65807024,Bad Boys ,172405,11013,0,203,19000000,1995,345,6.8,1.85,0
1874,43,85,119,144,3000,86930411,The Naked Gun 2½: The Smell of Fear ,83269,3847,6,87,23000000,1991,348,6.8,1.85,0
1875,211,98,70,591,1000,53302314,Final Destination ,181058,3345,1,674,23000000,2000,847,6.7,1.85,0
1876,421,101,0,1000,33000,40962534,The Ides of March ,188652,57077,1,288,12500000,2011,22000,7.1,2.35,22000
1877,214,112,123,787,14000,39235088,Pitch Black ,193962,16196,0,805,23000000,2000,991,7.1,2.35,5000
1878,92,97,956,99,20000,27338033,Someone Like You... ,19709,20798,3,167,23000000,2001,551,6.1,1.85,0
1879,574,126,0,105,19000,25556065,Her ,355126,19359,1,748,23000000,2013,128,8,1.85,148000
1880,216,106,452,141,20000,15785632,Eddie the Eagle ,32513,21195,3,119,23000000,2016,732,7.5,2.35,15000
1881,140,97,131,62,23000,21973182,Joy Ride ,53415,23242,2,339,23000000,2001,81,6.6,2.35,0
1882,28,100,3,88,2000,4756,The Adventurer: The Curse of the Midas Box ,4191,2450,4,32,25000000,2013,228,5.4,2.35,0
1883,36,114,61,407,20000,18653615,Anywhere But Here ,14786,22040,2,103,23000000,1999,797,6.1,2.35,638
1884,65,101,3,120,448,12189514,Chasing Liberty ,30092,829,0,129,23000000,2004,143,6.1,2.35,0
1885,53,88,12,249,327,13019253,The Crew ,3914,1509,4,47,23000000,2000,281,5.6,1.85,153
1886,394,93,0,947,17000,18934858,Haywire ,72646,31187,5,397,23000000,2011,13000,5.8,2.35,0
1887,80,92,114,434,912,20763013,Jaws: The Revenge ,30840,2355,0,383,23000000,1987,535,2.8,2.35,0
1888,45,98,4,11000,29000,12782508,Marvin's Room ,20163,63194,2,71,23000000,1996,22000,6.7,1.85,1000
1889,47,94,258,424,721,11508423,The Longshots ,3174,2453,2,19,23000000,2008,463,5.1,2.35,376
1890,90,102,277,57,327,10660147,The End of the Affair ,17740,672,0,165,23000000,1999,261,7.2,1.85,0
1891,30,98,23,982,1000,7434726,Harley Davidson and the Marlboro Man ,14473,3671,2,81,23000000,1991,1000,6,1.85,0
1892,165,111,105,64,527,6109075,Coco Before Chanel ,32003,735,1,65,19430000,2009,86,6.7,2.35,0
1893,155,100,350,30,201,2708188,Chéri ,8924,365,1,43,23000000,2009,123,6.2,2.35,0
1894,118,141,300,73,805,16123851,Vanity Fair ,17373,1618,2,148,23000000,2004,539,6.2,2.35,767
1895,314,114,101,23,129,71975611,1408 ,209396,214,0,580,25000000,2007,25,6.8,2.35,11000
1896,103,96,0,542,1000,38119483,Spaceballs ,136667,2936,2,273,22700000,1987,605,7.1,1.85,13000
1897,183,111,0,234,523,4190530,The Water Diviner ,53341,1795,0,185,22500000,2014,468,7.1,2.35,18000
1898,77,127,109,71,2000,217631306,Ghost ,154199,3100,0,252,22000000,1990,956,7,1.85,0
1899,171,107,101,743,931,176483808,There's Something About Mary ,247289,4664,1,611,23000000,1998,852,7.1,1.85,0
1900,64,97,11,595,901,144833357,The Santa Clause ,64742,2790,0,111,22000000,1994,775,6.4,1.85,0
1901,92,127,102,1000,2000,75597042,The Rookie ,26434,6657,0,174,20000000,2002,1000,7,2.35,0
1902,112,110,99,835,12000,90636983,The Game Plan ,44021,15170,0,83,22000000,2007,941,6.2,2.35,0
1903,69,135,16000,86,16000,70960517,The Bridges of Madison County ,54631,27237,0,192,35000000,1995,11000,7.5,1.85,0
1904,75,84,42,182,436,55762229,The Animal ,47383,1203,1,132,22000000,2001,241,4.8,1.85,1000
1905,180,122,529,171,820,54235441,The Hundred-Foot Journey ,52894,1484,3,185,22000000,2014,201,7.3,2.35,55000
1906,53,114,34,287,649,50728000,The Net ,48909,1725,0,166,22000000,1995,327,5.8,1.85,0
1907,129,132,24,506,967,40270895,I Am Sam ,121937,3152,0,431,22000000,2001,912,7.6,1.85,15000
1908,61,170,25,55,329,59696176,Son of God ,15448,775,1,174,22000000,2014,134,5.6,2.35,15000
1909,226,133,235,105,955,51483949,Underworld ,208092,1777,0,806,22000000,2003,593,7,2.35,0
1910,116,112,101,218,896,36020063,Derailed ,62584,2019,2,375,22000000,2005,561,6.6,2.35,0
1911,248,108,0,690,13000,33313582,The Informant! ,52888,16031,1,175,21000000,2009,734,6.5,1.85,0
1912,23,115,0,266,12000,25842000,Shadowlands ,13455,13619,0,87,22000000,1993,1000,7.4,2.35,2000
1913,98,83,2,137,591,22264487,Deuce Bigalow: European Gigolo ,41239,1729,0,166,22000000,2005,489,4.6,1.85,887
1914,168,105,31,110,390,30659817,Delivery Man ,59805,1006,10,95,26000000,2013,311,6.4,2.35,0
1915,159,110,118,287,11000,5773519,Victor Frankenstein ,28621,12876,2,91,40000000,2015,1000,6,2.35,11000
1916,97,96,221,110,240,19351569,Saving Silverman ,33287,664,1,201,22000000,2001,226,5.9,1.85,739
1917,88,94,42,517,975,49002815,Diary of a Wimpy Kid: Dog Days ,15665,3153,2,35,22000000,2012,569,6.4,2.35,0
1918,85,142,0,854,978,19283782,Summer of Sam ,31227,5386,0,354,22000000,1999,911,6.6,1.85,0
1919,181,104,0,898,8000,30059386,Jay and Silent Bob Strike Back ,128593,11632,5,867,22000000,2001,1000,6.9,2.35,0
1920,257,136,0,3000,19000,35799026,The Island ,263336,34838,1,899,126000000,2005,12000,6.9,2.35,0
1921,95,106,12,595,962,17951431,The Glass House ,25462,4239,1,200,30000000,2001,844,5.8,2.35,804
1923,203,100,39,798,26000,19783777,Homefront ,82804,39989,1,154,22000000,2013,11000,6.5,2.35,15000
1924,38,95,34,368,554,13555988,The Little Vampire ,7242,2216,1,38,22000000,2000,439,5.7,1.85,0
1925,183,107,737,678,6000,12784713,I Heart Huckabees ,56813,8094,11,381,22000000,2004,718,6.7,2.35,0
1926,75,104,87,691,1000,10696210,RoboCop 3 ,35018,3148,0,180,23500000,1993,826,3.9,1.85,716
1927,18,104,53,576,2000,5974653,Megiddo: The Omega Code 2 ,2253,4221,0,111,22000000,2001,595,4.1,1.85,158
1928,22,143,688,42,638,5000000,Darling Lili ,1547,788,2,50,25000000,1970,50,6.2,2.35,104
1929,41,77,37,795,3000,9694105,Dudley Do-Right ,8176,5568,0,77,22000000,1999,968,3.8,2.35,272
1930,148,96,11,150,805,16027866,The Transporter Refueled ,26767,1411,0,121,25000000,2015,173,5.1,2.35,0
1931,231,145,719,104,2000,4398392,Black Book ,59507,2590,1,232,21000000,2006,380,7.8,2.35,0
1932,115,116,13,140,203,1050445,Joyeux Noel ,21394,773,0,147,22000000,2005,172,7.8,2.35,11000
1933,176,100,21,552,14000,13746550,Hit and Run ,29322,15922,5,104,2000000,2012,618,6.1,2.35,0
1934,98,104,144,290,939,20668843,Mad Money ,16831,2453,3,54,22000000,2008,875,5.8,2.35,687
1935,149,92,17,231,14000,2963012,Before I Go to Sleep ,48873,14617,1,105,22000000,2014,257,6.3,2.35,11000
1936,138,105,43,827,22000,1796024,Stone ,34985,37766,1,135,22000000,2010,14000,5.4,2.35,0
1937,78,120,2,80,809,634277,Molière ,5166,1651,1,27,16000000,2007,521,7.3,2.35,815
1938,288,116,108,120,23000,11326836,Out of the Furnace ,83171,24134,0,231,22000000,2013,820,6.8,2.35,17000
1939,299,119,209,521,1000,49024969,Michael Clayton ,133367,3284,0,363,25000000,2007,896,7.3,2.35,0
1940,27,101,88,812,957,22294341,My Fellow Americans ,12278,4629,3,71,21500000,1996,821,6.5,1.85,758
1941,155,117,89,442,12000,24362501,Arlington Road ,69980,13576,1,591,21500000,1999,541,7.2,2.35,0
1942,275,112,11000,159,385,16684352,To Rome with Love ,67893,1205,0,163,17000000,2012,223,6.3,1.85,18000
1943,43,136,16000,216,16000,46700000,Firefox ,19832,16805,1,98,21000000,1982,281,5.9,2.35,0
1944,163,81,406,406,893,52008288,South Park: Bigger Longer & Uncut ,162037,3003,1,928,21000000,1999,795,7.8,1.85,0
1945,168,87,0,548,22000,8579684,Death at a Funeral ,89547,24324,0,199,9000000,2007,557,7.4,1.85,0
1946,60,96,8,199,533,42660000,Teenage Mutant Ninja Turtles III ,25086,1254,0,87,17000000,1993,219,4.8,1.85,1000
1947,85,106,48,39,18000,40219708,Hardball ,22649,18630,3,131,21000000,2001,558,6.3,1.85,0
1948,539,122,737,14000,34000,132088910,Silver Linings Playbook ,533607,72115,0,692,21000000,2012,22000,7.8,2.35,117000
1949,84,123,98,579,2000,36581633,Freedom Writers ,52533,3994,1,235,21000000,2007,826,7.5,1.85,10000
1950,171,92,255,447,26000,25296447,The Transporter ,237248,27572,0,460,21000000,2002,1000,6.8,2.35,0
1951,140,110,65,149,3000,24848292,Never Back Down ,80556,4089,1,184,20000000,2008,427,6.6,2.35,0
1952,85,104,52,484,711,17757087,The Rage: Carrie 2 ,13065,3162,1,253,21000000,1999,490,4.6,1.85,897
1953,217,98,0,374,925,9430988,Away We Go ,45992,1997,2,115,17000000,2009,472,7.1,2.35,7000
1954,131,120,0,886,1000,16284360,Swing Vote ,15079,6212,1,79,21000000,2008,901,6.1,2.35,1000
1955,111,112,52,347,15000,6830957,Moonlight Mile ,11983,16692,3,147,21000000,2002,1000,6.7,2.35,365
1956,466,127,140,10000,19000,24104113,Tinker Tailor Soldier Spy ,149066,46241,1,517,20000000,2011,14000,7.1,2.35,24000
1957,16,102,18,186,670,15593,Molly ,2295,1562,1,40,21000000,1999,419,5.8,1.85,284
1958,276,91,0,220,34000,958319,The Beaver ,39764,34705,0,148,21000000,2011,242,6.7,2.35,17000
1959,11,114,19,842,1000,69700000,The Best Little Whorehouse in Texas ,7748,3688,2,48,35000000,1982,883,5.8,2.35,0
1960,196,115,0,716,1000,2840417,eXistenZ ,77493,2990,0,527,31000000,1999,900,6.8,1.85,6000
1961,234,115,14000,488,11000,242374454,Raiders of the Lost Ark ,661017,12906,1,771,18000000,1981,783,8.5,2.35,16000
1962,37,120,0,1000,3000,173585516,Home Alone 2: Lost in New York ,200077,7860,2,189,18000000,1992,1000,6.6,1.85,0
1963,171,135,14000,252,559,128300000,Close Encounters of the Third Kind ,139288,1591,0,339,19400870,1977,481,7.7,2.35,0
1964,148,90,2,807,16000,20259297,Pulse ,24969,19952,0,258,20000000,2006,1000,4.7,2.35,0
1965,50,100,12000,605,936,153665036,Beverly Hills Cop II ,84824,4121,1,95,28000000,1987,901,6.4,2.35,0
1966,121,105,163,338,1000,132541238,Bringing Down the House ,30058,2505,2,236,33000000,2003,409,5.5,2.35,800
1967,185,138,438,173,12000,130727000,The Silence of the Lambs ,887467,13184,0,916,19000000,1991,826,8.6,1.85,40000
1968,61,94,122,617,1000,121697350,Wayne's World ,114610,4263,2,176,20000000,1992,619,7,1.85,0
1969,156,101,79,218,608,117224271,Jackass 3D ,47794,1787,1,81,20000000,2010,362,7.1,1.78,0
1970,75,131,82,85,813,102922376,Jaws 2 ,51314,1520,0,265,20000000,1978,366,5.7,2.35,0
1971,100,91,67,597,2000,94497271,Beverly Hills Chihuahua ,17829,4729,1,99,20000000,2008,641,3.7,2.35,0
1972,511,112,0,697,6000,137387272,The Conjuring ,300110,9049,0,807,20000000,2013,960,7.5,2.35,131000
1973,75,95,32,563,826,82301521,Are We There Yet? ,22679,3558,2,149,32000000,2005,642,4.6,1.85,773
1974,148,100,265,265,989,84518155,Tammy ,35965,2654,0,144,20000000,2014,830,4.9,1.85,11000
1975,253,105,154,501,884,80050171,Disturbia ,186984,2287,0,491,20000000,2007,617,6.9,1.85,0
1976,204,108,0,487,2000,81257845,School of Rock ,210680,4403,1,479,35000000,2003,931,7.1,1.85,0
1977,72,101,545,545,1000,70360285,Mortal Kombat ,81783,3816,0,283,18000000,1995,1000,5.8,1.85,0
1978,98,114,118,40,489,12831121,Wicker Park ,44979,679,0,298,30000000,2004,93,7,2.35,0
1979,62,109,322,861,1000,69148997,White Chicks ,98794,6313,4,251,37000000,2004,960,5.4,1.85,0
1980,549,115,729,552,8000,82624961,The Descendants ,205284,9578,0,439,20000000,2011,727,7.3,2.35,22000
1981,106,117,99,165,596,67325559,Holes ,58222,1293,0,331,20000000,2003,265,7.1,1.85,0
1982,123,107,30,318,742,62933793,The Last Song ,62421,2341,1,185,20000000,2010,360,5.8,2.35,10000
1983,597,134,0,500,2000,56667870,12 Years a Slave ,439176,4251,0,695,20000000,2013,660,8.1,2.35,83000
1984,64,118,30,284,962,56398162,Drumline ,28649,2390,0,185,20000000,2002,593,5.7,2.35,2000
1985,40,121,0,721,2000,60072596,Why Did I Get Married Too? ,7664,6657,8,68,20000000,2010,907,4.4,1.85,0
1986,111,105,13000,658,40000,56362352,Edward Scissorhands ,357581,42330,0,588,20000000,1990,967,7.9,1.85,16000
1987,151,110,17,418,11000,56154094,Me Before You ,44723,21852,0,130,20000000,2016,10000,7.6,2.35,51000
1988,31,114,0,582,982,65623128,Madea's Witness Protection ,7354,2753,5,50,20000000,2012,618,4.8,1.85,0
1989,99,85,64,729,3000,48546578,Date Movie ,50415,6539,0,613,20000000,2006,869,2.7,1.85,806
1990,80,72,2,434,1000,48423368,Return to Never Land ,13324,3402,1,79,20000000,2002,677,5.8,1.66,302
1991,364,128,151,852,1000,52066000,Selma ,61114,3869,0,212,20000000,2014,1000,7.5,2.35,22000
1992,85,72,0,384,3000,47887943,The Jungle Book 2 ,11634,4480,0,58,20000000,2003,455,5.4,1.85,227
1993,140,89,19,349,526,46363118,Boogeyman ,25960,1383,0,389,20000000,2005,392,4.1,1.85,1000
1994,184,96,9,107,826,47852604,Premonition ,62364,1825,0,337,20000000,2007,626,5.9,2.35,0
1995,89,77,25,16,304,45542421,The Tigger Movie ,13319,575,0,53,30000000,2000,253,6.3,1.78,347
1996,61,111,132,455,1000,42652003,Max ,18915,2851,0,87,20000000,2015,465,6.8,2.35,33000
1997,112,93,82,729,926,39737645,Epic Movie ,89687,4293,11,666,20000000,2007,869,2.3,1.85,0
1998,166,129,468,183,919,37567440,Conan the Barbarian ,113068,2024,0,337,20000000,1982,691,6.9,2.35,0
1999,474,128,310,77,745,44988180,Spotlight ,195333,1058,2,409,20000000,2015,168,8.1,1.85,80000
2000,165,110,119,332,1000,39263506,Lakeview Terrace ,40469,2382,1,135,22000000,2008,931,6.1,2.35,0
2001,131,137,70,464,4000,39143839,The Grudge 2 ,38658,5746,0,284,20000000,2006,884,5,1.85,930
2002,29,124,8,232,508,37672350,How Stella Got Her Groove Back ,5427,1660,1,51,20000000,1998,270,5.5,1.85,0
2003,43,93,12,636,18000,38037513,Bill & Ted's Bogus Journey ,49680,20188,2,117,20000000,1991,769,6.2,1.85,0
2004,111,115,272,1000,49000,37442180,Man of the Year ,28005,52571,1,236,20000000,2006,2000,6.2,2.35,0
2005,333,105,210,101,978,35596227,The American ,79461,1454,1,463,20000000,2010,191,6.3,2.35,10000
2006,37,127,16,399,565,35422828,Selena ,19126,1735,1,155,20000000,1997,441,6.7,2.35,0
2007,122,82,82,354,759,36658108,Vampires Suck ,39095,2898,7,187,20000000,2010,401,3.5,1.85,16000
2008,285,143,0,51,11000,34300771,Babel ,243799,11248,3,908,25000000,2006,119,7.5,1.85,0
2009,156,103,189,949,2000,34290142,This Is Where I Leave You ,54242,4662,8,145,19800000,2014,1000,6.6,2.35,14000
2010,293,104,53,652,22000,33422556,Doubt ,99236,33903,0,321,20000000,2008,11000,7.5,1.85,0
2011,233,98,406,406,860,32774834,Team America: World Police ,136048,2609,5,700,30000000,2004,523,7.2,2.35,0
2012,282,92,34,322,383,34334256,Texas Chainsaw 3D ,35131,1945,0,255,11000000,2013,333,4.8,2.35,16000
2013,57,123,36,631,10000,32051917,Copycat ,42315,12338,0,140,20000000,1995,1000,6.6,2.35,0
2014,153,88,92,636,31000,32014289,Scary Movie 5 ,50337,34319,8,177,20000000,2013,881,3.5,1.85,13000
2015,324,128,835,755,11000,31838002,Milk ,136673,13189,1,281,20000000,2008,896,7.6,1.85,10000
2016,122,107,58,47,141,36874745,Risen ,12276,389,2,117,20000000,2016,76,6.3,2.35,21000
2017,156,91,17,78,534,30079316,Ghost Ship ,75920,1083,0,474,35000000,2002,385,5.5,1.85,0
2018,161,90,12,587,786,35033759,A Very Harold & Kumar 3D Christmas ,55008,2462,4,93,19000000,2011,651,6.3,2.35,21000
2019,69,115,39,254,13000,29753944,Wild Things ,90677,14275,3,389,20000000,1998,481,6.5,2.35,0
2020,258,113,108,22,1000,31146570,The Debt ,55441,1136,3,165,20000000,2010,100,6.9,2.35,0
2021,174,113,350,619,1000,27277055,High Fidelity ,143137,3141,0,602,20000000,2000,960,7.6,1.85,10000
2022,141,87,2,270,741,26876529,One Missed Call ,26624,1834,1,189,27000000,2008,297,3.9,1.85,0
2023,31,101,154,497,1000,53146000,Eye for an Eye ,9845,3174,1,77,20000000,1996,816,6.1,1.85,613
2024,222,111,79,287,26000,30028592,The Bank Job ,152247,27755,0,189,20000000,2008,811,7.3,2.35,0
2025,273,108,1000,1000,14000,34126138,Eternal Sunshine of the Spotless Mind ,666937,19364,1,1514,20000000,2004,4000,8.3,1.85,52000
2026,91,105,99,518,2000,25677801,You Again ,41273,4813,6,136,20000000,2010,938,5.8,2.35,0
2027,190,109,453,2000,18000,26415649,Street Kings ,94892,33878,4,189,20000000,2008,11000,6.8,2.35,0
2028,427,109,1000,24,177,26003149,The World's End ,185587,278,6,401,20000000,2013,55,7,2.35,49000
2029,93,99,26,650,720,25584685,Nancy Drew ,15877,3327,5,102,20000000,2007,669,5.9,2.35,590
2030,292,98,35,16,125,29975979,Daybreakers ,105797,189,0,281,20000000,2009,37,6.5,2.35,0
2031,180,104,14,756,2000,31584722,She's Out of My League ,101730,5707,1,131,20000000,2010,934,6.4,2.35,0
2032,94,109,15,350,3000,23179303,Monte Carlo ,32951,4257,3,44,20000000,2011,775,5.8,1.85,6000
2033,112,75,19,806,1000,23078294,Stay Alive ,25870,3590,0,281,9000000,2006,934,5.1,2.35,0
2034,20,119,23,748,25000,21413105,Quigley Down Under ,15230,45841,1,97,20000000,1990,19000,6.8,2.35,0
2035,84,90,0,518,681,25077977,Alpha and Omega ,10986,2486,0,84,20000000,2010,611,5.3,1.85,0
2036,120,97,212,637,960,23292105,The Covenant ,39541,3261,0,334,20000000,2006,917,5.3,2.35,3000
2037,103,89,0,470,87000,20916309,Shorts ,5332,88422,4,37,40000000,2009,570,4.9,1.85,431
2038,59,106,835,458,1000,21200000,To Die For ,34774,3598,0,162,20000000,1995,967,6.8,1.85,1000
2039,114,104,0,877,2000,20241395,Vampires ,42664,5123,0,403,20000000,1998,1000,6.1,2.35,0
2040,290,108,13000,285,606,32000000,Psycho ,422432,1885,2,1040,806947,1960,332,8.5,1.85,18000
2041,80,112,41,490,1000,19151864,My Best Friend's Girl ,36983,3301,3,100,40000000,2008,500,5.9,1.85,0
2042,98,104,19,942,15000,23393765,Endless Love ,31323,18760,0,76,20000000,2014,989,6.3,2.35,0
2043,88,113,0,949,995,18882880,Georgia Rule ,20539,4039,3,125,20000000,2007,975,5.9,2.35,681
2044,13,98,15,281,691,8500000,Under the Rainbow ,2061,1761,0,34,20000000,1981,374,5.4,1.78,501
2045,60,114,160,271,1000,18252684,Simon Birch ,18366,1816,2,219,30000000,1998,367,6.9,1.85,0
2046,154,124,57,905,11000,19661987,Reign Over Me ,83786,17050,2,231,20000000,2007,3000,7.5,2.35,0
2047,274,148,0,826,17000,18352454,Into the Wild ,426359,18752,0,760,15000000,2007,882,8.2,2.35,76000
2048,110,108,480,579,970,17803796,School for Scoundrels ,26100,4374,1,97,20000000,2006,931,5.9,2.35,484
2049,173,95,83,206,991,17529157,Silent Hill: Revelation 3D ,49888,2173,0,220,20000000,2012,494,5,2.35,25000
2050,165,108,0,844,16000,25753840,From Dusk Till Dawn ,219091,23296,2,592,19000000,1996,4000,7.3,1.85,12000
